Cadastro Nacional de Unidades de Conservação (CNUC),Bioma,Categoria da UC,Unidade de Conservação (UC),Número da Estação Amostral,Nome da Estação Amostral,Esforço de amostragem (metros percorridos por dia),data da amostragem (dd/mm/aaaa),Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"Condição climática (ensolarado, nublado, chuvoso)",Nome dos coletores de dados,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécie identificada em campo pelos coletores,"Clasificação taxonômica identificada em campo pelos coletores (E - espécie, G - gênero, F - família, O - ordem)",Espécies validadas pelo ICMBio,Clasificação taxonômica validada pelo ICMBio,Horário do avistamento,N° de animais,Contagem Total ou Parcial?,Distância perpendicular  (m) do animal em relação a trilha,Trecho do transecto onde o animal foi avistado,Teve problema durante a amostragem?,Observações
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,05:56:00,1,total,5,850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,07:26:00,6,total,10,2300,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,137,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta fuliginosa,E,Dasyprocta fuliginosa,E,07:40:00,1,total,0,2700,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,08:16:00,1,total,"8,5",3200,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,09:10:00,1,total,0,4150,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,09:41:00,1,total,15,4850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,31/08/2016,2016,Seca,05:00:00,10:01:00,ensolarado,Odimar Moura e Raimundo Nonato,144,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,E,Myoprocta pratti,E,10:00:00,1,total,5,5000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,213,Mammalia,Primates,Cebidae,Saimiri,Saimiri sp.,G,Saimiri boliviensis,E,05:40:00,10,total,8,850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,06:16:00,1,total,10,1200,Não,Gato do Mato (L. pardalis) km 2000
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,06:20:00,7,total,5,1250,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,92,Mammalia,Carnivora,Mustelidae,Eira,Eira barbara,E,Eira barbara,E,06:38:00,1,total,0,1550,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,06:56:00,1,total,3,1900,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,210,Mammalia,Primates,Aotidae,Aotus,Aotus nigriceps,E,Aotus nigriceps,E,07:43:00,4,total,7,2850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,50,Aves,Gruiformes,Psophiidae,Psophia,Psophia leucoptera,E,Psophia leucoptera,E,08:01:00,5,total,4,3000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,71,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,E,Myrmecophaga tridactyla,E,09:13:00,1,total,15,4150,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,01/09/2016,2016,Seca,05:00:00,09:58:00,ensolarado,Odimar Moura e Raimundo Nonato,57,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus stellatus,E,Odontophorus stellatus,E,09:41:00,3,total,0,4800,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,06:36:00,2,total,"5,23",1550,Não,Pegada de Anta km 1800
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,57,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus stellatus,E,Odontophorus stellatus,E,07:08:00,3,total,3,2100,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,07:20:00,4,total,0,2350,Não,Pegada de porquinho no km 3250
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,137,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta fuliginosa,E,Dasyprocta fuliginosa,E,07:42:00,2,total,"4,1",2850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,50,Aves,Gruiformes,Psophiidae,Psophia,Psophia leucoptera,E,Psophia leucoptera,E,08:07:00,2,total,20,3100,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,02/09/2016,2016,Seca,05:10:00,10:11:00,ensolarado,Odimar Moura e Raimundo Nonato,144,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,E,Myoprocta pratti,E,09:43:00,1,total,5,4800,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,06:34:00,3,total,10,600,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,07:22:00,2,parcial,9,1400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,08:40:00,1,parcial,0,2800,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,220,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,E,Cebus unicolor,E,09:04:00,8,total,5,3100,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,09:27:00,1,parcial,0,3500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/05/2017,2017,Chuvosa,06:00:00,10:45:00,ensolarado,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,10:25:00,1,parcial,8,4500,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,06:00:00,1,parcial,"6,2",350,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,50,Aves,Gruiformes,Psophiidae,Psophia,Psophia leucoptera,E,Psophia leucoptera,E,06:19:00,6,parcial,0,700,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,06:58:00,1,parcial,0,1250,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,239,Mammalia,Primates,Atelidae,Alouatta,Alouatta puruensis,E,Alouatta puruensis,E,07:02:00,5,total,5,1750,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,08:25:00,1,parcial,0,3500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,220,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,E,Cebus unicolor,E,09:36:00,6,total,"5,4",4000,Não,Bando misto
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,216,Mammalia,Primates,Cebidae,Saimiri,Saimiri macrodon,E,Saimiri boliviensis,E,09:36:00,7,total,4,4000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/05/2017,2017,Chuvosa,05:40:00,10:30:00,nublado,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,10:10:00,1,parcial,2,4550,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,197,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus weddelli,E,Saguinus weddelli,E,06:09:00,5,total,6,150,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,144,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,E,Myoprocta pratti,E,06:25:00,1,parcial,0,400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,197,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus weddelli,E,Saguinus weddelli,E,06:46:00,4,total,"8,3",700,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,08:32:00,3,total,"7,4",2500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,220,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,E,Cebus unicolor,E,09:05:00,10,total,8,3000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,09:30:00,4,total,0,3450,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,23/05/2017,2017,Chuvosa,06:00:00,10:51:00,chuvoso,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,10:35:00,1,parcial,0,4500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta fuliginosa,E,06:24:00,1,parcial,0,400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,07:00:00,5,total,6,1000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,08:04:00,1,parcial,0,2050,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,08:56:00,4,total,"5,3",2950,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,09:15:00,1,parcial,3,3150,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,09:38:00,1,parcial,5,3600,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,G,09:51:00,1,parcial,2,3900,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,24/05/2017,2017,Chuvosa,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,10:31:00,3,total,0,4500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,05:55:00,1,parcial,"3,2",450,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,144,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,E,Myoprocta pratti,E,06:20:00,1,parcial,0,800,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,07:38:00,2,total,0,1600,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,197,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus weddelli,E,Saguinus weddelli,E,08:17:00,6,parcial,6,2250,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,08:40:00,2,parcial,"8,3",2700,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,09:02:00,4,total,5,3000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,50,Aves,Gruiformes,Psophiidae,Psophia,Psophia leucoptera,E,Psophia leucoptera,E,09:33:00,6,parcial,0,3500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,98,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,E,Nasua nasua,E,09:40:00,5,total,2,3650,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,10:01:00,4,total,0,4500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,25/05/2017,2017,Chuvosa,05:30:00,10:28:00,ensolarado,Francisco Souza e Odimar Celestino,22,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus atrocapillus,E,Crypturellus sp.,G,10:14:00,1,parcial,"2,35",4200,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,06:32:00,3,total,8,600,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,06:43:00,2,total,"5,3",850,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,197,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus weddelli,E,Saguinus weddelli,E,07:24:00,5,parcial,"0,6",1350,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,07:27:00,2,parcial,"8,3",1400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,07:38:00,1,parcial,"6,4",1600,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,07:44:00,1,parcial,5,1850,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,E,Crypturellus sp.,G,08:27:00,1,parcial,0,2400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,219,Mammalia,Primates,Cebidae,Saimiri,Saimiri vanzolinii,E,Saimiri boliviensis,E,08:36:00,8,total,2,2650,Não,Bando misto
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,220,Mammalia,Primates,Cebidae,Cebus,Cebus albifrons,E,Cebus unicolor,E,08:36:00,4,total,2,2650,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,09:29:00,4,total,"5,35",3500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,17/06/2017,2017,Seca,06:00:00,11:02:00,ensolarado,Francisco Souza e Odimar Celestino,144,Mammalia,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,E,Myoprocta pratti,E,10:35:00,1,parcial,0,4650,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,5000,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,05:56:00,1,parcial,5,400,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,166,Mammalia,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,E,Urosciurus spadiceus,E,06:10:00,1,parcial,"6,3",650,Não,Quatipurú vermelho
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,07:40:00,1,parcial,0,1800,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,E,Penelope jacquacu,E,08:01:00,4,parcial,4,2000,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,197,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus weddelli,E,Saguinus weddelli,E,08:26:00,6,total,6,2450,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,228,Mammalia,Primates,Cebidae,Sapajus,Sapajus macrocephalus,E,Sapajus macrocephalus,E,08:39:00,4,total,7,2700,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,09:31:00,1,parcial,0,3500,Não,NA
232,Amazônia,Reserva Extrativista,Resex Cazumbá-Iracema,2,EA-2,NA,19/06/2017,2017,Seca,05:30:00,10:35:00,chuvoso,Francisco Souza e Odimar Celestino,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,10:16:00,6,parcial,0,4300,Não,NA
